Id,CAS,SMILES,Status,Experimental value,Predicted value
2726,1185-97-3,O=P(OC)(OC)C=C(Cl)Cl,Training,1.4,0.6191
2727,1188-09-6,O=C(OCCCOC(=O)C(=C)C)C(=C)C,Training,1.86,2.6999
2728,1190-48-3,O=CNCCCCC(N)C(=O)O,Training,-2.84,-1.9983
2729,1192-62-7,O=C(c1occc1)C,Training,0.52,1.0433
2730,1193-62-0,O=C(OC)c1ccc[nH]1,Training,1.17,0.714
2731,1193-82-4,O=S(c1ccccc1)C,Training,0.55,0.43
2732,1194-65-6,N#Cc1c(cccc1Cl)Cl,Training,2.74,2.829
2733,1195-08-0,O=CC1=CNC(=O)NC1(=O),Training,-1.03,-1.8093
2734,1195-14-8,c1ccc2c(c1)cc(C)s2,Training,3.71,3.5365
2735,1195-16-0,O=C(NC1C(=O)SCC1)C,Training,-0.35,-1.5044
2736,1196-01-6,O=C1C=C(C)C2CC1C2(C)(C),Training,2.23,2.561
2737,1197-19-9,N#Cc1ccc(cc1)N(C)C,Training,2.2,1.7176
2738,1197-22-4,O=S(=O)(Nc1ccccc1)C,Training,0.95,1.1882
2739,1197-50-8,ON=CCCc1ccccc1,Training,1.56,2.9325
2740,1198-55-6,Oc1c(O)c(c(c(c1Cl)Cl)Cl)Cl,Training,4.29,3.6106
2741,1199-98-0,O=C(N)CCCc1ccccc1,Training,1.41,1.5279
2742,1199-99-1,c1ccc(cc1)CCCN(C)C,Training,2.73,2.7286
2743,1200-06-2,O=C(Oc1ccc(OC)cc1)C,Training,1.54,1.6707
2744,1201-56-5,OC(c1ccccc1)C(N(C)C)C,Training,1.7,0.8942
2745,1202-04-6,O=C(OC)c1cc2ccccc2([nH]1),Training,2.45,1.89
2746,1202-32-0,O=[N+]([O-])C(=Cc1ccccc1)CC,Training,2.86,2.9854
2747,1207-63-2,O=S2(=O)(NC(=Nc1ccc(cc12)Cl)CC),Training,1.62,2.0271
2748,1209-98-9,c1ccc(cc1)C3C(NCC)C2CCC3(C2),Training,3.2,4.2315
2749,1210-12-4,N#Cc1c3ccccc3(cc2ccccc12),Training,4.26,3.892
2750,1212-29-9,N(C(NC1CCCCC1)=S)C2CCCCC2,Training,3.69,4.1609
2751,1214-32-0,O=[N+]([O-])c2ccc3c1ccc(N)cc1Cc3(c2),Training,3.06,3.1488
2752,1214-39-7,n2cnc(NCc1ccccc1)c3nc[nH]c23,Training,1.57,1.3765
2753,1216-40-6,O=C1NC(=O)C(C(=O)N1)(CC(=C)Br)C(C)CCC,Training,2.09,2.9417
2754,1220-55-9,O=C(NN1CCCC1)NS(=O)(=O)c2ccc(cc2)C,Training,0.65,1.248
2755,1220-83-3,O=S(=O)(Nc1ncnc(OC)c1)c2ccc(N)cc2,Training,0.7,1.0547
2756,1224-47-1,O=C(NN1CCCCC1)NS(=O)(=O)c2ccc(cc2)Cl,Training,0.84,1.8363
2757,1225-64-5,c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCNC,Training,4.94,4.9794
2758,1228-19-9,O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)Cl,Training,1.64,2.3274
2759,1241-94-7,O=P(Oc1ccccc1)(Oc2ccccc2)OCC(CC)CCCC,Training,5.73,6.2974
2760,1401-69-0,O=CCC4CC(C(=O)C=CC(=CC(COC1OC(C)C(O)C(OC)C1(OC))C(OC(=O)CC(O)C(C)C4(OC3OC(C)C(OC2OC(C)C(O)C(O)(C)C2)C(N(C)C)C3(O)))CC)C)C,Training,1.63,-1.7967
2761,1404-64-4,O=C(C=CC=1C(=O)NC(=O)NC=1C)NC(CO)CS(=O)CSC,Training,-1.71,-2.1294
2762,1405-86-3,O=C(O)C7OC(OC1C(OC(C(=O)O)C(O)C1(O))OC3CCC4(C)(C5C(=O)C=C2C6CC(C(=O)O)(C)CCC6(C)(CCC2(C)C5(C)(CCC4(C3(C)(C))))))C(O)C(O)C7(O),Training,2.8,0.1927
2763,1420-55-9,c1ccc3c(c1)N(c2cc(ccc2S3)SCC)CCCN4CCN(C)CC4,Training,5.41,5.1693
2764,1427-45-8,O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2C(F)(F)F))[N+](=O)[O-],Training,2.51,3.4089
2765,1431-39-6,O=S(=O)(N)c2cccc1c2(cccc1N(C)C),Training,2.01,1.7239
2766,1436-34-6,O1CC1CCCC,Training,1.95,1.8455
2767,1436-43-7,N#Cc1nc2ccccc2(cc1),Training,1.6,1.5275
2768,1437-15-6,n1ccccc1C=Cc2ncccc2,Training,2.11,2.1472
2769,1441-44-7,n1cccc(c1)CCCCN(C)C,Training,1.49,2.0312
2770,1443-80-7,N#Cc1ccc(cc1)C(=O)C,Training,1.22,1.2206
2771,1443-94-3,O=C(NN1CCCCC1)NS(=O)(=O)c2ccc(cc2)C,Training,1.34,1.7391
2772,1448-87-9,n1cc(nc2ccccc12)Cl,Training,2.23,1.7607
2773,1451-20-3,O(c1cc(cc2OC(C)(C)C3CC=C(C)CC3(c12))CCCCC)C,Training,8.06,8.5009
2774,1452-77-3,O=C(N)c1ncccc1,Training,0.15,-0.4504
2775,1453-82-3,O=C(N)c1ccncc1,Training,-0.28,-0.4504
2776,1454-80-4,Nc1ccccc1c2ccccc2(N),Training,1.34,1.923
2777,1455-77-2,n1[nH]c(nc1N)N,Training,-1.61,-2.5956
2778,1455-84-1,n1oc(nc1C)c2ncccc2,Training,0.89,1.0072
2779,1456-28-6,O=NN1CC(OC(C)C1)C,Training,0.32,-0.1902
2780,1457-85-8,O=C(OCC)C(=O)Nc1ccccc1,Training,1.48,0.6403
2781,1460-57-7,OC1CCCCC1(O),Training,0.16,0.5054
2782,1461-22-9,CCCC[Sn](CCCC)(CCCC)Cl,Training,4.76,4.3908
2784,1464-44-4,OCC2OC(Oc1ccccc1)C(O)C(O)C2(O),Training,-0.82,-0.497
2785,1466-76-8,O=C(O)c1c(OC)cccc1(OC),Training,0.66,2.0362
2786,1467-23-8,O=C(NCC)NS(=O)(=O)c1ccc(cc1)C,Training,1.14,1.4237
2787,1467-34-1,O=C(Nc1cc(c(c(c1)C)C)C)C,Training,2.5,2.7416
2788,1467-79-4,N#CN(C)C,Training,-0.15,-0.1356
2789,1468-83-3,O=C(c1ccsc1)C,Training,1.24,1.4938
2790,1468-95-7,OCc2c3ccccc3(cc1ccccc12),Training,3.04,3.4275
2791,1470-44-6,O=C2c3ccccc3(C(=O)C2(c1cccc(c1)Cl)),Training,3.61,3.0295
2792,1477-50-5,O=C(O)c1cc2ccccc2([nH]1),Training,2.31,1.9362
2793,1480-19-9,O=C(c1ccc(F)cc1)CCCN3CCN(c2ccccc2(OC))CC3,Training,3.6,3.86
2794,1483-24-5,O=C(c1ccccc1)N(N)C,Training,0.7,-0.5469
2795,1492-96-2,O=C1Nc3ccc(cc3(C(=NC1)c2ccc(F)cc2))Cl,Training,2.9,3.4731
2796,1498-96-0,O=C(O)c1ccc(OCCCC)cc1,Training,3.57,3.4286
2797,1499-10-1,c1ccc(cc1)c5c2ccccc2c(c3ccccc3)c4ccccc45,Training,8.46,7.873
2798,1501-05-9,O=C(O)CCCC(=O)c1ccccc1,Training,1.49,1.9101
2799,1502-22-3,O=C1CCCCC1C2=CCCCC2,Training,3.17,3.7278
2800,1504-26-3,O=C(Nc1ccccc1[N+](=O)[O-])Cc2ccccc2,Training,2.73,2.4026
2801,1510-24-3,C(=Nc1ccc(cc1)c2ccccc2)=S,Training,4.66,5.0939
2802,1513-31-1,O=S(=O)(Nc1ccc(cc1)Cl)C(F)F,Training,2.84,3.1196
2803,1513-65-1,Fc1nc(F)ccc1,Training,1.17,1.2053
2804,1515-85-1,N#Cc1ccc(cc1)COC,Training,1.23,1.3218
2805,1517-63-1,OC(c1ccccc1)c2ccc(cc2)C,Training,3.13,3.2571
2806,1517-69-7,OC(c1ccccc1)C,Training,1.42,1.4931
2807,1523-06-4,O=C(Oc1cccc(c1)[N+](=O)[O-])C,Training,1.82,1.4075
2808,1532-84-9,n1ccc2ccccc2(c1N),Training,1.9,1.0635
2809,1535-61-1,O=S(=O)(N)c2cc1c(N=CNS1(=O)(=O))cc2(F),Training,-0.29,-2.0504
2810,1538-74-5,O=C(OCCCC)Nc1ccccc1,Training,3.3,3.2249
2811,1542-59-2,Fc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,Training,0.37,2.4563
2812,1547-10-0,O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))C(F)(F)F,Training,0.49,-0.2819
2813,1551-06-0,c1c[nH]c(c1)CC,Training,1.59,1.9172
2814,1552-94-9,O=C(O)C=CC=Cc1ccccc1,Training,3.15,2.8379
2815,1553-60-2,O=C(O)Cc1ccc(cc1)CC(C)C,Training,3.35,3.3755
2816,1555-94-8,n1cccc2cccc(OCC)c12,Training,2.25,2.5525
2817,1558-17-4,n1cnc(cc1C)C,Training,0.62,1.0348
2818,1563-66-2,O=C(Oc2cccc1c2(OC(C)(C)C1))NC,Training,2.32,2.5593
2819,1565-17-9,O=C(c1ccc(cc1)S(=O)(=O)N)C,Training,0.2,0.0509
2820,1567-89-1,O=[N+]([O-])c1ccc(NN=C(C)C)c(c1)[N+](=O)[O-],Training,3.05,2.7783
2821,1568-70-3,O=[N+]([O-])c1cc(OC)ccc1(O),Training,2.02,1.4114
2822,1570-45-2,O=C(OCC)c1ccncc1,Training,1.43,1.1308
2823,1570-64-5,Oc1ccc(cc1C)Cl,Training,2.63,2.7046
2824,1571-33-1,O=P(O)(O)c1ccccc1,Training,0.54,0.5191
2825,1571-92-2,O=[N+]([O-])c1ccc2[nH]c(nc2(c1))c3ccccc3C,Training,3.42,2.4573
2826,1574-10-3,O=C(N)NN=Cc1ccccc1,Training,1.27,0.1273
2827,1574-41-0,C=CC=CC,Training,2.42,2.4455
2828,1576-17-6,O=C(Nc1ccccc1)N(OC)C,Training,1.29,1.6188
2829,1576-42-7,O=C(N)c1cccc(c1)S(=O)(=O)N,Training,-0.84,-0.8846
2830,1576-43-8,O=S(=O)(N)c1ccc(O)cc1,Training,0.06,-0.1099
2831,1582-09-8,O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F,Training,5.34,4.7334
2832,1582-75-8,O=C1OC4(CC1)(CCC3C5CCC2=CC(=O)CCC2(C)C5(F)(C(O)CC34(C))),Training,2.4,2.6919
2833,1585-79-1,O=C(OCC)CN1C(=O)C=CC1(=O),Training,0.49,-1.3043
2834,1592-38-7,OCc1ccc2ccccc2(c1),Training,2.21,2.2515
2835,1592-82-1,O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1C(C)C,Training,4.05,4.8634
2836,1596-84-5,O=C(O)CCC(=O)NN(C)C,Training,-1.5,-1.5052
2837,1603-41-4,n1cc(ccc1N)C,Training,1.02,0.4348
2838,1606-67-3,Nc1ccc2ccc3cccc4ccc1c2c34,Training,4.31,4.016
2839,1608-68-0,O=C(Oc1ccccc1C(C)C)C,Training,2.78,3.0458
2840,1610-17-9,n1c(nc(nc1NCC)NC(C)C)OC,Training,2.69,3.1494
2841,1610-18-0,n1c(nc(nc1NC(C)C)NC(C)C)OC,Training,2.99,3.567
2842,1611-38-7,O=C(C=Cc1ccc(F)cc1)C,Training,2.22,1.9493
2843,1611-63-8,O=C(Nc1ccccc1)NC2(C)(CCCCC2),Training,3.6,3.8955
2844,1612-15-3,O=C(OCC)CC(n1nc2ccccc2(n1))C,Training,2.7,1.9021
2845,1615-06-1,O=S1(=O)(Nc2ccccc2(N1)),Training,1.12,0.969
2846,1617-93-2,n1nc(oc1N)CCc2ccccc2,Training,1.19,1.5515
2847,1620-75-3,N#Cc1nc(ccc1)C,Training,0.84,0.8988
2848,1622-57-7,n1c(N)n(c2ccccc12)C,Training,0.95,0.8649
2849,1622-61-3,O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2Cl))[N+](=O)[O-],Training,2.41,3.0904
2850,1622-62-4,O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))[N+](=O)[O-])C,Training,2.06,3.1936
2851,1623-19-4,O=P(OCC=C)(OCC=C)OCC=C,Training,1.76,1.9358
2852,1627-73-2,N(=Cc1ccccc1)NC(N)=S,Training,1.86,0.3725
2853,1628-89-3,n1ccccc1OC,Training,1.34,1.3403
2854,1632-76-4,n1nc(ccc1)C,Training,-0.35,0.4875
2855,1633-44-9,N#Cc1cnccc1(C#N),Training,0.24,-0.1015
2856,1634-04-4,O(C)C(C)(C)C,Training,0.94,1.4292
2857,1636-33-5,C(=Nc1ccc2ccccc2(c1))=S,Training,4.34,4.5059
2858,1638-22-8,Oc1ccc(cc1)CCCC,Training,3.65,3.5334
2859,1639-32-3,O=C(Nc1ccc(c(c1C)C)C)C,Training,1.76,2.7416
2860,1642-81-5,O=C(O)c1ccc(cc1)CCl,Training,2.12,2.6757
2861,1643-15-8,O=C(O)COc1cccc(c1)C,Training,1.78,1.8755
2862,1643-16-9,O=C(O)COc1ccc(cc1)C(C)C,Training,2.69,2.7842
2863,1646-27-1,O=C(OC)c1oc2ccccc2(c1),Training,2.53,2.3739
2864,1646-88-4,O=C(ON=CC(C)(C)S(=O)(=O)C)NC,Training,-0.57,-3.1613
2865,1649-18-9,O=C(c1ccc(F)cc1)CCCN3CCN(c2ncccc2)CC3,Training,3.3,2.7527
2866,1668-19-5,O3c1ccccc1C(=CCCN(C)C)c2ccccc2C3,Training,4.29,4.7934
2868,1670-84-4,O=C(N)c1cc2ccccc2([nH]1),Training,1.61,0.7999
2869,1670-86-6,O=C(N)c2cccc1[nH]ccc12,Training,0.66,0.7999
2870,1670-87-7,O=C(N)c1ccc2[nH]ccc2(c1),Training,0.87,0.7999
2871,1671-82-5,O=[N+]([O-])c1nccn1C,Training,-0.17,0.4236
2872,1672-46-4,O=C1OCC(=C1)C3CCC4(O)(C5CCC2CC(O)CCC2(C)C5(CC(O)C34(C))),Training,1.1,1.9438
2873,1673-47-8,O=C(NN)c1cccc(c1)Cl,Training,1.18,-0.1136
2874,1675-02-1,O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(O)(C)C2)C3C)C,Training,1.26,-0.2287
2875,1677-27-6,O=C2c1ccccc1SS2,Training,2.73,3.415
2876,1678-25-7,O=S(=O)(Nc1ccccc1)c2ccccc2,Training,2.58,2.6321
2877,1678-91-7,CCC1CCCCC1,Training,4.56,4.0843
2878,1680-21-3,O=C(OCCOCCOCCOC(=O)C=C)C=C,Training,0.96,0.5654
2879,1680-44-0,n1nc(c[nH]1)c2ccccc2,Training,1.91,1.7549
2880,1689-09-4,O=C1OC(c2ccccc12)(C)C,Training,1.73,2.6431
2881,1689-83-4,N#Cc1cc(c(O)c(c1)I)I,Training,3.43,3.3942
2882,1689-99-2,N#Cc1cc(c(OC(=O)CCCCCCC)c(c1)Br)Br,Training,6.1,5.8634
2883,1695-04-1,O(c1ccccc1)c2ccccc2(OC),Training,2.92,4.1302
2884,1696-17-9,O=C(c1ccccc1)N(CC)CC,Training,1.25,2.3974
2885,1698-60-8,O=C1C(=C(N)C=NN1c2ccccc2)Cl,Training,1.14,0.3971
2886,1698-62-0,O=C1C(=C(C=NN1c2ccccc2)NC)Cl,Training,1.19,0.863
2887,1701-69-5,O=C(c1ccncc1)CC,Training,0.77,0.9762
2888,1702-17-6,O=C(O)c1nc(ccc1Cl)Cl,Training,1.06,1.9749
2889,1708-29-8,O1CC=CC1,Training,0.46,0.7218
2890,1709-52-0,O=S(=O)(NC)c1ccc(N)cc1,Training,-0.01,-0.0808
2891,1709-59-7,O=S(=O)(c1ccc(N)cc1)N(C)C,Training,0.67,0.1304
2892,1722-10-7,n1nc(ccc1OC)Cl,Training,0.89,1.1205
2893,1722-12-9,n1cccnc1Cl,Training,0.36,0.5847
2894,1722-18-5,n1cnc(nc1)c2ccccc2,Training,1.93,1.5634
2895,1726-94-9,C(=NC(c1ccccc1)(c2ccccc2)c3ccccc3)=S,Training,7.02,6.3112
2896,1730-37-6,c1ccc3c(c1)c2cccc(c2C3)C,Training,4.97,4.7954
2897,1731-84-6,O=C(OC)CCCCCCCC,Training,4.32,3.8108
2898,1732-08-7,O=C(OC)CCCCCC(=O)OC,Training,1.38,1.8781
2899,1737-06-0,O=C(Nc1ccc(OC(F)(F)F)cc1)C,Training,2.62,3.2463
2900,1740-57-4,O=C(N)c1cccc(c1)C(=O)N,Training,-0.21,-0.5168
2901,1746-01-6,O1c3cc(c(cc3(Oc2cc(c(cc12)Cl)Cl))Cl)Cl,Training,6.8,6.9196
2902,1746-13-0,O(c1ccccc1)CC=C,Training,2.94,2.9197
2903,1746-25-4,n1c([nH]c(c1I)I)I,Training,2.78,3.5602
2904,1746-81-2,O=C(Nc1ccc(cc1)Cl)N(OC)C,Training,2.3,2.2633
2905,1747-53-1,O=C(OCC)C1=CC(=O)NC(=O)N1,Training,0.68,0.9943
2906,1752-26-7,O=C(O)C3N2C(=O)C(NC(=O)CCOc1ccccc1)C2SC3(C)(C),Training,2.28,1.8553
2907,1752-96-1,O=C(Nc1ccccc1)c2cnccc2,Training,1.73,1.8114
2908,1758-88-9,c1cc(c(cc1C)CC)C,Training,4.43,4.126
2909,1759-02-0,O=C(Oc1ccc(cc1)Cl)N2CCCC2,Training,3.38,3.0963
2910,1759-53-1,O=C(O)C1CC1,Training,0.63,-0.1432
2911,1762-26-1,CC[Pb](C)(C)C,Training,3.88,3.4093
2912,1762-27-2,CC[Pb](C)(C)CC,Training,4.04,3.9004
2913,1771-65-9,O=C(O)C(C)CC(=O)c1ccccc1,Training,1.62,1.8366
2914,1783-81-9,Nc1cccc(c1)SC,Training,1.45,1.6233
2915,1792-40-1,O=[N+]([O-])c1ccc2[nH]c(nc2(c1))C,Training,1.94,1.5996
2916,1798-03-4,O=C(O)COc1ccccc1CC,Training,2.53,2.3666
2917,1798-06-7,O=C(O)Cc1ccc(cc1)I,Training,2.64,2.5956
2918,1798-09-0,O=C(O)Cc1cccc(OC)c1,Training,1.5,1.5093
2919,1798-11-4,O=C(O)COc1ccc(cc1)[N+](=O)[O-],Training,1.48,1.1459
2920,1798-99-8,O=C(O)COc1cccc(c1)Br,Training,2.22,2.2182
2921,1801-72-5,O=C(NCC=C)NCC=C,Training,0.64,1.0681
2922,1805-02-3,n1c(N)n(c2ccc(OC)cc12)C,Training,0.87,0.9458
2923,1805-32-9,OCc1ccc(c(c1)Cl)Cl,Training,2.74,2.3645
2924,1812-30-2,O=C1Nc3ccc(cc3(C(=NC1)c2ncccc2))Br,Training,2.05,2.4918
2925,1817-47-6,O=[N+]([O-])c1ccc(cc1)C(C)C,Training,3.45,3.2667
2926,1821-12-1,O=C(O)CCCc1ccccc1,Training,2.42,2.7768
2927,1821-33-6,O=C(Nc1ccccc1)NC(=O)c2ccccc2,Training,3.39,3.1564
2928,1824-46-0,O=S(=O)(N)c1cc2c(cc1C)NCNS2(=O)(=O),Training,-0.22,-1.2124
2929,1824-47-1,O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))CCl,Training,0.11,-0.4436
2930,1824-50-6,O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))Cc3ccccc3,Training,0.93,0.565
2931,1824-58-4,O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))CC,Training,0.3,-0.2065
2932,1825-21-4,O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C,Training,5.45,5.2964
2933,1825-30-5,c2cc1c(cccc1Cl)c(c2)Cl,Training,4.67,4.458
2934,1825-31-6,c1ccc2c(c1)c(ccc2Cl)Cl,Training,4.66,4.458
2935,1826-11-5,n1ccsc1c2ccccc2,Training,2.77,2.757
2936,1828-76-8,O=C1OC(O)(c2ccccc12)C,Training,0.81,1.3919
2937,1829-37-4,O=C(Oc1ccccc1Br)C,Training,2.2,2.4798
2938,1832-68-4,O=P(OCCCCCCCC)(OCCCCCCCC)C,Training,6.13,6.29
2939,1836-75-5,O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2,Training,4.64,5.156
2940,1836-77-7,O=[N+]([O-])c2ccc(Oc1c(cc(cc1Cl)Cl)Cl)cc2,Training,4.97,5.8005
2941,1841-19-6,O=C2NCN(c1ccccc1)C25(CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC5),Training,5.86,6.1105
2942,1861-32-1,O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl,Training,4.28,4.2414
2943,1861-40-1,O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F,Training,5.29,4.7334
2944,1864-94-4,O=COc1ccccc1,Training,1.26,1.5266
2946,1871-96-1,N#CCCCCCCCCC#N,Training,1.75,2.3142
2947,1874-12-0,O=C(OCC)C=Cc1oc(cc1)[N+](=O)[O-],Training,2.1,2.0355
2948,1874-22-2,O=CC=Cc1oc(cc1)[N+](=O)[O-],Training,0.96,1.0054
2949,1874-24-4,O=C(OC)C=Cc1oc(cc1)[N+](=O)[O-],Training,1.65,1.5444
2950,1877-71-0,O=C(O)c1cccc(c1)C(=O)OC,Training,1.83,1.7096
2951,1877-72-1,N#Cc1cccc(c1)C(=O)O,Training,1.48,1.4214
2952,1877-73-2,O=C(O)Cc1cccc(c1)[N+](=O)[O-],Training,1.45,1.2461
2953,1877-75-4,O=C(O)COc1ccc(OC)cc1,Training,1.23,1.4091
2954,1878-49-5,O=C(O)COc1ccccc1C,Training,1.98,1.8755
2955,1878-51-9,O=C(O)COc1cccc(c1)CC,Training,2.25,2.3666
2956,1878-52-0,O=C(O)COc1cccc(c1)C(C)C,Training,2.59,2.7842
2957,1878-53-1,O=C(O)COc1cccc(c1)CCCC,Training,3.18,3.3488
2958,1878-55-3,O=C(O)COc1cccc(c1)C(C)(C)C,Training,2.96,3.2377
2959,1878-56-4,O=C(O)COc1ccc(cc1)C2CCCCC2,Training,3.79,4.1451
2960,1878-57-5,O=C(O)COc1cccc(c1)c2ccccc2,Training,3.18,3.0922
2961,1878-58-6,O=C(O)COc1ccc2c(c1)CCC2,Training,2.33,2.8015
2962,1878-59-7,O=C(O)COc1ccc2c(c1)CCCC2,Training,2.67,3.2926
2963,1878-61-1,O=C(O)c1cccc(OCC(=O)O)c1,Training,1.11,1.2096
2964,1878-62-2,O=C(O)COc1ccccc1(C(=O)C),Training,1.25,1.0088
2965,1878-65-5,O=C(O)Cc1cccc(c1)Cl,Training,2.09,2.0729
2966,1878-66-6,O=C(O)Cc1ccc(cc1)Cl,Training,2.12,2.0729
2967,1878-67-7,O=C(O)Cc1cccc(c1)Br,Training,2.37,2.3184
2968,1878-68-8,O=C(O)Cc1ccc(cc1)Br,Training,2.31,2.3184
2969,1878-69-9,O=C(O)Cc1cccc(c1)I,Training,2.62,2.5956
2970,1878-71-3,N#Cc1cccc(c1)CC(=O)O,Training,1.18,0.9754
2971,1878-76-8,O=C(O)COc1cccc(c1)SC,Training,1.9,1.8755
2972,1878-80-4,O=C(O)COc1cccc(c1)C(=O)C,Training,0.98,1.0088
2973,1878-81-5,O=C(O)COc1ccc(cc1)C(=O)C,Training,0.87,1.0088
2974,1878-82-6,N#Cc1ccc(OCC(=O)O)cc1,Training,0.93,0.8752
2975,1878-83-7,O=C(O)COc1cccc(O)c1,Training,0.76,0.848
2976,1878-84-8,O=C(O)COc1ccc(O)cc1,Training,0.65,0.848
2977,1878-85-9,O=C(O)COc1ccccc1(OC),Training,0.98,1.4091
2978,1878-87-1,O=C(O)COc1ccccc1[N+](=O)[O-],Training,1.13,1.1459
2979,1878-88-2,O=C(O)COc1cccc(c1)[N+](=O)[O-],Training,1.37,1.1459
2980,1878-89-3,O=C(O)COc1cccc(c1)NC(=O)c2ccccc2,Training,1.99,2.3351
2981,1878-91-7,O=C(O)COc1ccc(cc1)Br,Training,2.45,2.2182
2982,1878-92-8,O=C(O)COc1ccccc1I,Training,2.33,2.4954
2983,1878-93-9,O=C(O)COc1cccc(c1)I,Training,2.44,2.4954
2984,1879-56-7,O=C(O)COc1ccccc1Br,Training,2.04,2.2182
2985,1879-58-9,N#Cc1cccc(OCC(=O)O)c1,Training,0.95,0.8752
2986,1879-77-2,O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)C)C4(C)(CC(O)C23(F)))(C),Training,2.35,1.1914
2987,1882-26-4,O=C(OCc1nc(ccc1)COC(=O)NC)NC,Training,0.24,0.1455
2988,1883-15-4,O=P(O)(O)Oc1cnc(c(O)c1CO)C,Training,-0.64,-0.9853
2989,1885-29-6,N#Cc1ccccc1(N),Training,1.4,0.623
2990,1885-38-7,N#CC=Cc1ccccc1,Training,1.96,1.8384
2991,1885-87-6,N(=Cc1ccccc1)N2CCCCC2,Training,3.04,2.6162
2992,1891-90-3,O=C(N)c1ccc(cc1)C(F)(F)F,Training,1.71,1.7011
2993,1893-33-0,O=C(N)C3(N1CCCCC1)(CCN(CCCC(=O)c2ccc(F)cc2)CC3),Training,2.02,2.2845
2994,1897-45-6,N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl,Training,3.05,3.665
2995,1899-48-5,n1c(nc2ccccc2(c1N))N,Training,1,0.1388
2996,1899-94-1,O=S(=O)(N)c1cccc(c1)C,Training,0.85,0.9176
2997,1904-58-1,O=C(NN)c1ccccc1(N),Training,-0.18,-1.6751
2998,1912-24-9,n1c(nc(nc1NC(C)C)Cl)NCC,Training,2.61,2.8175
2999,1912-25-0,n1c(nc(nc1N(CC)CC)Cl)NC(C)C,Training,3.94,3.8559
3000,1912-26-1,n1c(nc(nc1N(CC)CC)Cl)NCC,Training,3.34,3.4383
3001,1918-00-9,O=C(O)c1c(OC)c(ccc1Cl)Cl,Training,2.21,3.2443
3002,1918-16-7,O=C(N(c1ccccc1)C(C)C)CCl,Training,2.18,2.8097
3003,1918-18-9,O=C(OC)Nc1ccc(c(c1)Cl)Cl,Training,3.32,3.0406
3004,1929-29-9,O=C(O)CCc1ccc(OC)cc1,Training,1.9,2.3666
3005,1929-77-7,O=C(N(CCC)CCC)SCCC,Training,3.84,3.0047
3006,1929-82-4,n1c(cccc1Cl)C(Cl)(Cl)Cl,Training,3.41,3.3519
3007,1934-92-5,O=C(c1ccccc1)N(c2ccccc2)C,Training,2.36,3.5472
3008,1939-21-5,O=C(Nc1cccc(c1)C(F)(F)F)Cc2ccccc2,Training,3.84,3.5479
3009,1942-48-9,O=C(CC(=O)CCCC)CCCC,Training,3.56,1.6441
3010,1943-79-9,O=C(Oc1ccccc1)NC,Training,1.24,1.1724
3011,1943-87-9,O=C(OC)Nc1ccc(cc1)[N+](=O)[O-],Training,2.12,1.5693
3012,1948-92-1,O=[N+]([O-])c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,Training,2.04,1.5077
3013,1951-25-3,O=C(c1cc(c(OCCN(CC)CC)c(c1)I)I)c2c3ccccc3(oc2CCCC),Training,7.8,9.2117
3014,1951-56-0,O=C(C=Cc1oc(cc1)[N+](=O)[O-])NC(C)C,Training,1.34,1.3838
3015,1953-33-9,O=C1NC(=O)C(C(=O)N1)CCCC,Training,0.77,0.8315
3016,1953-54-4,Oc1ccc2[nH]ccc2(c1),Training,1.11,1.5746
3017,1959-97-3,O=C1N(c3ccc(F)cc3(C(=NC1)c2ccc(cc2)Cl))C,Training,3.1,4.0204
3018,1962-75-0,O=C(OCCCC)c1ccc(cc1)C(=O)OCCCC,Training,5.53,4.61
3019,1967-25-5,O=C(N)Nc1ccc(cc1)Br,Training,1.98,1.5965
3020,1967-27-7,O=C(N)Nc1cccc(c1)Cl,Training,1.82,1.351
